Time (WET),Albania (AL) > Greece (GR) [MW],Greece (GR) > Albania (AL) [MW]
21.01.2018 13:00 - 21.01.2018 14:00,167,0
21.01.2018 14:00 - 21.01.2018 15:00,131,0
21.01.2018 15:00 - 21.01.2018 16:00,147,0
21.01.2018 16:00 - 21.01.2018 17:00,162,0
21.01.2018 17:00 - 21.01.2018 18:00,148,0
21.01.2018 18:00 - 21.01.2018 19:00,123,0
21.01.2018 19:00 - 21.01.2018 20:00,81,0
21.01.2018 20:00 - 21.01.2018 21:00,61,0
21.01.2018 21:00 - 21.01.2018 22:00,88,0
21.01.2018 22:00 - 21.01.2018 23:00,118,0
21.01.2018 23:00 - 22.01.2018 00:00,155,0
22.01.2018 00:00 - 22.01.2018 01:00,188,0
22.01.2018 01:00 - 22.01.2018 02:00,184,0
22.01.2018 02:00 - 22.01.2018 03:00,194,0
22.01.2018 03:00 - 22.01.2018 04:00,204,0
22.01.2018 04:00 - 22.01.2018 05:00,204,0
22.01.2018 05:00 - 22.01.2018 06:00,194,0
22.01.2018 06:00 - 22.01.2018 07:00,161,0
22.01.2018 07:00 - 22.01.2018 08:00,151,0
22.01.2018 08:00 - 22.01.2018 09:00,160,0
22.01.2018 09:00 - 22.01.2018 10:00,130,0
22.01.2018 10:00 - 22.01.2018 11:00,129,0
22.01.2018 11:00 - 22.01.2018 12:00,177,0
22.01.2018 12:00 - 22.01.2018 13:00,167,0
22.01.2018 13:00 - 22.01.2018 14:00,186,0
22.01.2018 14:00 - 22.01.2018 15:00,168,0
22.01.2018 15:00 - 22.01.2018 16:00,190,0
22.01.2018 16:00 - 22.01.2018 17:00,141,0
22.01.2018 17:00 - 22.01.2018 18:00,135,0
22.01.2018 18:00 - 22.01.2018 19:00,153,0
22.01.2018 19:00 - 22.01.2018 20:00,134,0
22.01.2018 20:00 - 22.01.2018 21:00,125,0
22.01.2018 21:00 - 22.01.2018 22:00,123,0
22.01.2018 22:00 - 22.01.2018 23:00,172,0
22.01.2018 23:00 - 23.01.2018 00:00,151,0
23.01.2018 00:00 - 23.01.2018 01:00,169,0
23.01.2018 01:00 - 23.01.2018 02:00,179,0
23.01.2018 02:00 - 23.01.2018 03:00,204,0
23.01.2018 03:00 - 23.01.2018 04:00,211,0
23.01.2018 04:00 - 23.01.2018 05:00,218,0
23.01.2018 05:00 - 23.01.2018 06:00,237,0
23.01.2018 06:00 - 23.01.2018 07:00,199,0
23.01.2018 07:00 - 23.01.2018 08:00,235,0
23.01.2018 08:00 - 23.01.2018 09:00,236,0
23.01.2018 09:00 - 23.01.2018 10:00,208,0
23.01.2018 10:00 - 23.01.2018 11:00,201,0
23.01.2018 11:00 - 23.01.2018 12:00,208,0
23.01.2018 12:00 - 23.01.2018 13:00,185,0
23.01.2018 13:00 - 23.01.2018 14:00,198,0
23.01.2018 14:00 - 23.01.2018 15:00,204,0
23.01.2018 15:00 - 23.01.2018 16:00,209,0
23.01.2018 16:00 - 23.01.2018 17:00,178,0
23.01.2018 17:00 - 23.01.2018 18:00,176,0
23.01.2018 18:00 - 23.01.2018 19:00,190,0
23.01.2018 19:00 - 23.01.2018 20:00,205,0
23.01.2018 20:00 - 23.01.2018 21:00,180,0
23.01.2018 21:00 - 23.01.2018 22:00,184,0
23.01.2018 22:00 - 23.01.2018 23:00,201,0
23.01.2018 23:00 - 24.01.2018 00:00,208,0
24.01.2018 00:00 - 24.01.2018 01:00,247,0
24.01.2018 01:00 - 24.01.2018 02:00,249,0
24.01.2018 02:00 - 24.01.2018 03:00,257,0
24.01.2018 03:00 - 24.01.2018 04:00,270,0
24.01.2018 04:00 - 24.01.2018 05:00,245,0
24.01.2018 05:00 - 24.01.2018 06:00,234,0
24.01.2018 06:00 - 24.01.2018 07:00,195,0
24.01.2018 07:00 - 24.01.2018 08:00,242,0
24.01.2018 08:00 - 24.01.2018 09:00,236,0
24.01.2018 09:00 - 24.01.2018 10:00,257,0
24.01.2018 10:00 - 24.01.2018 11:00,257,0
24.01.2018 11:00 - 24.01.2018 12:00,274,0
24.01.2018 12:00 - 24.01.2018 13:00,241,0
24.01.2018 13:00 - 24.01.2018 14:00,230,0
24.01.2018 14:00 - 24.01.2018 15:00,230,0
24.01.2018 15:00 - 24.01.2018 16:00,243,0
24.01.2018 16:00 - 24.01.2018 17:00,193,0
24.01.2018 17:00 - 24.01.2018 18:00,167,0
24.01.2018 18:00 - 24.01.2018 19:00,181,0
24.01.2018 19:00 - 24.01.2018 20:00,175,0
24.01.2018 20:00 - 24.01.2018 21:00,127,0
24.01.2018 21:00 - 24.01.2018 22:00,168,0
24.01.2018 22:00 - 24.01.2018 23:00,201,0
24.01.2018 23:00 - 25.01.2018 00:00,142,0
25.01.2018 00:00 - 25.01.2018 01:00,167,0
25.01.2018 01:00 - 25.01.2018 02:00,203,0
25.01.2018 02:00 - 25.01.2018 03:00,220,0
25.01.2018 03:00 - 25.01.2018 04:00,231,0
25.01.2018 04:00 - 25.01.2018 05:00,207,0
25.01.2018 05:00 - 25.01.2018 06:00,239,0
25.01.2018 06:00 - 25.01.2018 07:00,171,0
25.01.2018 07:00 - 25.01.2018 08:00,166,0
25.01.2018 08:00 - 25.01.2018 09:00,182,0
25.01.2018 09:00 - 25.01.2018 10:00,181,0
25.01.2018 10:00 - 25.01.2018 11:00,157,0
25.01.2018 11:00 - 25.01.2018 12:00,186,0
25.01.2018 12:00 - 25.01.2018 13:00,197,0
25.01.2018 13:00 - 25.01.2018 14:00,209,0
25.01.2018 14:00 - 25.01.2018 15:00,213,0
25.01.2018 15:00 - 25.01.2018 16:00,264,0
25.01.2018 16:00 - 25.01.2018 17:00,269,0
25.01.2018 17:00 - 25.01.2018 18:00,230,0
25.01.2018 18:00 - 25.01.2018 19:00,228,0
25.01.2018 19:00 - 25.01.2018 20:00,212,0
25.01.2018 20:00 - 25.01.2018 21:00,192,0
25.01.2018 21:00 - 25.01.2018 22:00,158,0
25.01.2018 22:00 - 25.01.2018 23:00,221,0
25.01.2018 23:00 - 26.01.2018 00:00,197,0
26.01.2018 00:00 - 26.01.2018 01:00,177,0
26.01.2018 01:00 - 26.01.2018 02:00,158,0
26.01.2018 02:00 - 26.01.2018 03:00,123,0
26.01.2018 03:00 - 26.01.2018 04:00,159,0
26.01.2018 04:00 - 26.01.2018 05:00,191,0
26.01.2018 05:00 - 26.01.2018 06:00,160,0
26.01.2018 06:00 - 26.01.2018 07:00,160,0
26.01.2018 07:00 - 26.01.2018 08:00,140,0
26.01.2018 08:00 - 26.01.2018 09:00,132,0
26.01.2018 09:00 - 26.01.2018 10:00,205,0
26.01.2018 10:00 - 26.01.2018 11:00,223,0
26.01.2018 11:00 - 26.01.2018 12:00,242,0
26.01.2018 12:00 - 26.01.2018 13:00,236,0
26.01.2018 13:00 - 26.01.2018 14:00,253,0
26.01.2018 14:00 - 26.01.2018 15:00,227,0
26.01.2018 15:00 - 26.01.2018 16:00,248,0
26.01.2018 16:00 - 26.01.2018 17:00,168,0
26.01.2018 17:00 - 26.01.2018 18:00,152,0
26.01.2018 18:00 - 26.01.2018 19:00,191,0
26.01.2018 19:00 - 26.01.2018 20:00,158,0
26.01.2018 20:00 - 26.01.2018 21:00,152,0
26.01.2018 21:00 - 26.01.2018 22:00,214,0
26.01.2018 22:00 - 26.01.2018 23:00,184,0
26.01.2018 23:00 - 27.01.2018 00:00,141,0
27.01.2018 00:00 - 27.01.2018 01:00,159,0
27.01.2018 01:00 - 27.01.2018 02:00,150,0
27.01.2018 02:00 - 27.01.2018 03:00,161,0
27.01.2018 03:00 - 27.01.2018 04:00,169,0
27.01.2018 04:00 - 27.01.2018 05:00,156,0
27.01.2018 05:00 - 27.01.2018 06:00,224,0
27.01.2018 06:00 - 27.01.2018 07:00,174,0
27.01.2018 07:00 - 27.01.2018 08:00,172,0
27.01.2018 08:00 - 27.01.2018 09:00,125,0
27.01.2018 09:00 - 27.01.2018 10:00,144,0
27.01.2018 10:00 - 27.01.2018 11:00,145,0
27.01.2018 11:00 - 27.01.2018 12:00,161,0
27.01.2018 12:00 - 27.01.2018 13:00,158,0
27.01.2018 13:00 - 27.01.2018 14:00,189,0
27.01.2018 14:00 - 27.01.2018 15:00,197,0
27.01.2018 15:00 - 27.01.2018 16:00,189,0
27.01.2018 16:00 - 27.01.2018 17:00,152,0
27.01.2018 17:00 - 27.01.2018 18:00,176,0
27.01.2018 18:00 - 27.01.2018 19:00,176,0
27.01.2018 19:00 - 27.01.2018 20:00,168,0
27.01.2018 20:00 - 27.01.2018 21:00,196,0
27.01.2018 21:00 - 27.01.2018 22:00,176,0
27.01.2018 22:00 - 27.01.2018 23:00,199,0
27.01.2018 23:00 - 28.01.2018 00:00,217,0
28.01.2018 00:00 - 28.01.2018 01:00,196,0
28.01.2018 01:00 - 28.01.2018 02:00,228,0
28.01.2018 02:00 - 28.01.2018 03:00,232,0
28.01.2018 03:00 - 28.01.2018 04:00,252,0
28.01.2018 04:00 - 28.01.2018 05:00,225,0
28.01.2018 05:00 - 28.01.2018 06:00,202,0
28.01.2018 06:00 - 28.01.2018 07:00,146,0
28.01.2018 07:00 - 28.01.2018 08:00,171,0
28.01.2018 08:00 - 28.01.2018 09:00,181,0
28.01.2018 09:00 - 28.01.2018 10:00,209,0
28.01.2018 10:00 - 28.01.2018 11:00,193,0
28.01.2018 11:00 - 28.01.2018 12:00,178,0
28.01.2018 12:00 - 28.01.2018 13:00,166,0
28.01.2018 13:00 - 28.01.2018 14:00,190,0
28.01.2018 14:00 - 28.01.2018 15:00,200,0
28.01.2018 15:00 - 28.01.2018 16:00,209,0
28.01.2018 16:00 - 28.01.2018 17:00,126,0
28.01.2018 17:00 - 28.01.2018 18:00,95,0
28.01.2018 18:00 - 28.01.2018 19:00,94,0
28.01.2018 19:00 - 28.01.2018 20:00,120,0
28.01.2018 20:00 - 28.01.2018 21:00,143,0
28.01.2018 21:00 - 28.01.2018 22:00,155,0
28.01.2018 22:00 - 28.01.2018 23:00,152,0
28.01.2018 23:00 - 29.01.2018 00:00,145,0
29.01.2018 00:00 - 29.01.2018 01:00,174,0
29.01.2018 01:00 - 29.01.2018 02:00,200,0
29.01.2018 02:00 - 29.01.2018 03:00,229,0
29.01.2018 03:00 - 29.01.2018 04:00,244,0
29.01.2018 04:00 - 29.01.2018 05:00,210,0
29.01.2018 05:00 - 29.01.2018 06:00,198,0
29.01.2018 06:00 - 29.01.2018 07:00,161,0
29.01.2018 07:00 - 29.01.2018 08:00,240,0
29.01.2018 08:00 - 29.01.2018 09:00,280,0
29.01.2018 09:00 - 29.01.2018 10:00,246,0
29.01.2018 10:00 - 29.01.2018 11:00,231,0
29.01.2018 11:00 - 29.01.2018 12:00,202,0
29.01.2018 12:00 - 29.01.2018 13:00,195,0
29.01.2018 13:00 - 29.01.2018 14:00,212,0
29.01.2018 14:00 - 29.01.2018 15:00,192,0
29.01.2018 15:00 - 29.01.2018 16:00,173,0
29.01.2018 16:00 - 29.01.2018 17:00,140,0
29.01.2018 17:00 - 29.01.2018 18:00,126,0
29.01.2018 18:00 - 29.01.2018 19:00,125,0
29.01.2018 19:00 - 29.01.2018 20:00,79,0
29.01.2018 20:00 - 29.01.2018 21:00,88,0
29.01.2018 21:00 - 29.01.2018 22:00,108,0
29.01.2018 22:00 - 29.01.2018 23:00,93,0
29.01.2018 23:00 - 30.01.2018 00:00,127,0
30.01.2018 00:00 - 30.01.2018 01:00,159,0
30.01.2018 01:00 - 30.01.2018 02:00,170,0
30.01.2018 02:00 - 30.01.2018 03:00,172,0
30.01.2018 03:00 - 30.01.2018 04:00,174,0
30.01.2018 04:00 - 30.01.2018 05:00,173,0
30.01.2018 05:00 - 30.01.2018 06:00,164,0
30.01.2018 06:00 - 30.01.2018 07:00,122,0
30.01.2018 07:00 - 30.01.2018 08:00,154,0
30.01.2018 08:00 - 30.01.2018 09:00,180,0
30.01.2018 09:00 - 30.01.2018 10:00,193,0
30.01.2018 10:00 - 30.01.2018 11:00,170,0
30.01.2018 11:00 - 30.01.2018 12:00,206,0
30.01.2018 12:00 - 30.01.2018 13:00,203,0
30.01.2018 13:00 - 30.01.2018 14:00,203,0
30.01.2018 14:00 - 30.01.2018 15:00,174,0
30.01.2018 15:00 - 30.01.2018 16:00,184,0
30.01.2018 16:00 - 30.01.2018 17:00,123,0
30.01.2018 17:00 - 30.01.2018 18:00,129,0
30.01.2018 18:00 - 30.01.2018 19:00,104,0
30.01.2018 19:00 - 30.01.2018 20:00,118,0
30.01.2018 20:00 - 30.01.2018 21:00,141,0
30.01.2018 21:00 - 30.01.2018 22:00,163,0
30.01.2018 22:00 - 30.01.2018 23:00,177,0
30.01.2018 23:00 - 31.01.2018 00:00,148,0
31.01.2018 00:00 - 31.01.2018 01:00,191,0
31.01.2018 01:00 - 31.01.2018 02:00,209,0
31.01.2018 02:00 - 31.01.2018 03:00,221,0
31.01.2018 03:00 - 31.01.2018 04:00,232,0
31.01.2018 04:00 - 31.01.2018 05:00,209,0
31.01.2018 05:00 - 31.01.2018 06:00,203,0
31.01.2018 06:00 - 31.01.2018 07:00,147,0
31.01.2018 07:00 - 31.01.2018 08:00,174,0
31.01.2018 08:00 - 31.01.2018 09:00,167,0
31.01.2018 09:00 - 31.01.2018 10:00,190,0
31.01.2018 10:00 - 31.01.2018 11:00,189,0
31.01.2018 11:00 - 31.01.2018 12:00,227,0
31.01.2018 12:00 - 31.01.2018 13:00,224,0
31.01.2018 13:00 - 31.01.2018 14:00,224,0
31.01.2018 14:00 - 31.01.2018 15:00,208,0
31.01.2018 15:00 - 31.01.2018 16:00,229,0
31.01.2018 16:00 - 31.01.2018 17:00,178,0
31.01.2018 17:00 - 31.01.2018 18:00,148,0
31.01.2018 18:00 - 31.01.2018 19:00,135,0
31.01.2018 19:00 - 31.01.2018 20:00,134,0
31.01.2018 20:00 - 31.01.2018 21:00,168,0
31.01.2018 21:00 - 31.01.2018 22:00,145,0
31.01.2018 22:00 - 31.01.2018 23:00,114,0
31.01.2018 23:00 - 01.02.2018 00:00,94,0
01.02.2018 00:00 - 01.02.2018 01:00,124,0
01.02.2018 01:00 - 01.02.2018 02:00,118,0
01.02.2018 02:00 - 01.02.2018 03:00,137,0
01.02.2018 03:00 - 01.02.2018 04:00,157,0
01.02.2018 04:00 - 01.02.2018 05:00,143,0
01.02.2018 05:00 - 01.02.2018 06:00,179,0
01.02.2018 06:00 - 01.02.2018 07:00,155,0
01.02.2018 07:00 - 01.02.2018 08:00,163,0
01.02.2018 08:00 - 01.02.2018 09:00,170,0
01.02.2018 09:00 - 01.02.2018 10:00,206,0
01.02.2018 10:00 - 01.02.2018 11:00,207,0
01.02.2018 11:00 - 01.02.2018 12:00,190,0
01.02.2018 12:00 - 01.02.2018 13:00,170,0
01.02.2018 13:00 - 01.02.2018 14:00,257,0
01.02.2018 14:00 - 01.02.2018 15:00,242,0
01.02.2018 15:00 - 01.02.2018 16:00,228,0
01.02.2018 16:00 - 01.02.2018 17:00,175,0
01.02.2018 17:00 - 01.02.2018 18:00,141,0
01.02.2018 18:00 - 01.02.2018 19:00,129,0
01.02.2018 19:00 - 01.02.2018 20:00,86,0
01.02.2018 20:00 - 01.02.2018 21:00,131,0
01.02.2018 21:00 - 01.02.2018 22:00,172,0
01.02.2018 22:00 - 01.02.2018 23:00,182,0
01.02.2018 23:00 - 02.02.2018 00:00,213,0
02.02.2018 00:00 - 02.02.2018 01:00,216,0
02.02.2018 01:00 - 02.02.2018 02:00,234,0
02.02.2018 02:00 - 02.02.2018 03:00,270,0
02.02.2018 03:00 - 02.02.2018 04:00,272,0
02.02.2018 04:00 - 02.02.2018 05:00,278,0
02.02.2018 05:00 - 02.02.2018 06:00,221,0
02.02.2018 06:00 - 02.02.2018 07:00,167,0
02.02.2018 07:00 - 02.02.2018 08:00,201,0
02.02.2018 08:00 - 02.02.2018 09:00,207,0
02.02.2018 09:00 - 02.02.2018 10:00,207,0
02.02.2018 10:00 - 02.02.2018 11:00,207,0
02.02.2018 11:00 - 02.02.2018 12:00,245,0
02.02.2018 12:00 - 02.02.2018 13:00,229,0
02.02.2018 13:00 - 02.02.2018 14:00,247,0
02.02.2018 14:00 - 02.02.2018 15:00,231,0
02.02.2018 15:00 - 02.02.2018 16:00,212,0
02.02.2018 16:00 - 02.02.2018 17:00,180,0
02.02.2018 17:00 - 02.02.2018 18:00,135,0
02.02.2018 18:00 - 02.02.2018 19:00,113,0
02.02.2018 19:00 - 02.02.2018 20:00,103,0
02.02.2018 20:00 - 02.02.2018 21:00,103,0
02.02.2018 21:00 - 02.02.2018 22:00,110,0
02.02.2018 22:00 - 02.02.2018 23:00,156,0
02.02.2018 23:00 - 03.02.2018 00:00,226,0
03.02.2018 00:00 - 03.02.2018 01:00,236,0
03.02.2018 01:00 - 03.02.2018 02:00,245,0
03.02.2018 02:00 - 03.02.2018 03:00,247,0
03.02.2018 03:00 - 03.02.2018 04:00,250,0
03.02.2018 04:00 - 03.02.2018 05:00,249,0
03.02.2018 05:00 - 03.02.2018 06:00,184,0
03.02.2018 06:00 - 03.02.2018 07:00,216,0
03.02.2018 07:00 - 03.02.2018 08:00,204,0
03.02.2018 08:00 - 03.02.2018 09:00,199,0
03.02.2018 09:00 - 03.02.2018 10:00,158,0
03.02.2018 10:00 - 03.02.2018 11:00,150,0
03.02.2018 11:00 - 03.02.2018 12:00,128,0
03.02.2018 12:00 - 03.02.2018 13:00,116,0
03.02.2018 13:00 - 03.02.2018 14:00,117,0
03.02.2018 14:00 - 03.02.2018 15:00,152,0
03.02.2018 15:00 - 03.02.2018 16:00,158,0
03.02.2018 16:00 - 03.02.2018 17:00,134,0
03.02.2018 17:00 - 03.02.2018 18:00,111,0
03.02.2018 18:00 - 03.02.2018 19:00,102,0
03.02.2018 19:00 - 03.02.2018 20:00,84,0
03.02.2018 20:00 - 03.02.2018 21:00,88,0
03.02.2018 21:00 - 03.02.2018 22:00,135,0
03.02.2018 22:00 - 03.02.2018 23:00,170,0
03.02.2018 23:00 - 04.02.2018 00:00,194,0
04.02.2018 00:00 - 04.02.2018 01:00,243,0
04.02.2018 01:00 - 04.02.2018 02:00,267,0
04.02.2018 02:00 - 04.02.2018 03:00,256,0
04.02.2018 03:00 - 04.02.2018 04:00,226,0
04.02.2018 04:00 - 04.02.2018 05:00,163,0
04.02.2018 05:00 - 04.02.2018 06:00,111,0
04.02.2018 06:00 - 04.02.2018 07:00,92,0
04.02.2018 07:00 - 04.02.2018 08:00,65,0
04.02.2018 08:00 - 04.02.2018 09:00,69,0
04.02.2018 09:00 - 04.02.2018 10:00,86,0
04.02.2018 10:00 - 04.02.2018 11:00,89,0
04.02.2018 11:00 - 04.02.2018 12:00,119,0
04.02.2018 12:00 - 04.02.2018 13:00,92,0
04.02.2018 13:00 - 04.02.2018 14:00,96,0
04.02.2018 14:00 - 04.02.2018 15:00,136,0
04.02.2018 15:00 - 04.02.2018 16:00,233,0
04.02.2018 16:00 - 04.02.2018 17:00,226,0
04.02.2018 17:00 - 04.02.2018 18:00,250,0
04.02.2018 18:00 - 04.02.2018 19:00,252,0
04.02.2018 19:00 - 04.02.2018 20:00,246,0
04.02.2018 20:00 - 04.02.2018 21:00,247,0
04.02.2018 21:00 - 04.02.2018 22:00,256,0
04.02.2018 22:00 - 04.02.2018 23:00,302,0
04.02.2018 23:00 - 05.02.2018 00:00,249,0
05.02.2018 00:00 - 05.02.2018 01:00,284,0
05.02.2018 01:00 - 05.02.2018 02:00,289,0
05.02.2018 02:00 - 05.02.2018 03:00,291,0
05.02.2018 03:00 - 05.02.2018 04:00,328,0
05.02.2018 04:00 - 05.02.2018 05:00,377,0
05.02.2018 05:00 - 05.02.2018 06:00,412,0
05.02.2018 06:00 - 05.02.2018 07:00,312,0
05.02.2018 07:00 - 05.02.2018 08:00,272,0
05.02.2018 08:00 - 05.02.2018 09:00,304,0
05.02.2018 09:00 - 05.02.2018 10:00,324,0
05.02.2018 10:00 - 05.02.2018 11:00,304,0
05.02.2018 11:00 - 05.02.2018 12:00,358,0
05.02.2018 12:00 - 05.02.2018 13:00,342,0
05.02.2018 13:00 - 05.02.2018 14:00,349,0
05.02.2018 14:00 - 05.02.2018 15:00,331,0
05.02.2018 15:00 - 05.02.2018 16:00,343,0
05.02.2018 16:00 - 05.02.2018 17:00,262,0
05.02.2018 17:00 - 05.02.2018 18:00,208,0
05.02.2018 18:00 - 05.02.2018 19:00,214,0
05.02.2018 19:00 - 05.02.2018 20:00,202,0
05.02.2018 20:00 - 05.02.2018 21:00,217,0
05.02.2018 21:00 - 05.02.2018 22:00,254,0
05.02.2018 22:00 - 05.02.2018 23:00,244,0
05.02.2018 23:00 - 06.02.2018 00:00,263,0
06.02.2018 00:00 - 06.02.2018 01:00,284,0
06.02.2018 01:00 - 06.02.2018 02:00,307,0
06.02.2018 02:00 - 06.02.2018 03:00,308,0
06.02.2018 03:00 - 06.02.2018 04:00,320,0
06.02.2018 04:00 - 06.02.2018 05:00,337,0
06.02.2018 05:00 - 06.02.2018 06:00,324,0
06.02.2018 06:00 - 06.02.2018 07:00,187,0
06.02.2018 07:00 - 06.02.2018 08:00,158,0
06.02.2018 08:00 - 06.02.2018 09:00,174,0
06.02.2018 09:00 - 06.02.2018 10:00,140,0
06.02.2018 10:00 - 06.02.2018 11:00,193,0
06.02.2018 11:00 - 06.02.2018 12:00,268,0
06.02.2018 12:00 - 06.02.2018 13:00,304,0
06.02.2018 13:00 - 06.02.2018 14:00,335,0
06.02.2018 14:00 - 06.02.2018 15:00,313,0
06.02.2018 15:00 - 06.02.2018 16:00,208,0
06.02.2018 16:00 - 06.02.2018 17:00,166,0
06.02.2018 17:00 - 06.02.2018 18:00,114,0
06.02.2018 18:00 - 06.02.2018 19:00,154,0
06.02.2018 19:00 - 06.02.2018 20:00,205,0
06.02.2018 20:00 - 06.02.2018 21:00,221,0
06.02.2018 21:00 - 06.02.2018 22:00,272,0
06.02.2018 22:00 - 06.02.2018 23:00,296,0
06.02.2018 23:00 - 07.02.2018 00:00,331,0
07.02.2018 00:00 - 07.02.2018 01:00,363,0
07.02.2018 01:00 - 07.02.2018 02:00,381,0
07.02.2018 02:00 - 07.02.2018 03:00,390,0
07.02.2018 03:00 - 07.02.2018 04:00,389,0
07.02.2018 04:00 - 07.02.2018 05:00,373,0
07.02.2018 05:00 - 07.02.2018 06:00,359,0
07.02.2018 06:00 - 07.02.2018 07:00,271,0
07.02.2018 07:00 - 07.02.2018 08:00,253,0
07.02.2018 08:00 - 07.02.2018 09:00,269,0
07.02.2018 09:00 - 07.02.2018 10:00,291,0
07.02.2018 10:00 - 07.02.2018 11:00,302,0
07.02.2018 11:00 - 07.02.2018 12:00,306,0
07.02.2018 12:00 - 07.02.2018 13:00,311,0
07.02.2018 13:00 - 07.02.2018 14:00,306,0
07.02.2018 14:00 - 07.02.2018 15:00,269,0
07.02.2018 15:00 - 07.02.2018 16:00,235,0
07.02.2018 16:00 - 07.02.2018 17:00,0,18
07.02.2018 17:00 - 07.02.2018 18:00,147,0
07.02.2018 18:00 - 07.02.2018 19:00,174,0
07.02.2018 19:00 - 07.02.2018 20:00,144,0
07.02.2018 20:00 - 07.02.2018 21:00,150,0
07.02.2018 21:00 - 07.02.2018 22:00,245,0
07.02.2018 22:00 - 07.02.2018 23:00,221,0
07.02.2018 23:00 - 08.02.2018 00:00,197,0
08.02.2018 00:00 - 08.02.2018 01:00,297,0
08.02.2018 01:00 - 08.02.2018 02:00,359,0
08.02.2018 02:00 - 08.02.2018 03:00,374,0
08.02.2018 03:00 - 08.02.2018 04:00,367,0
08.02.2018 04:00 - 08.02.2018 05:00,356,0
08.02.2018 05:00 - 08.02.2018 06:00,369,0
08.02.2018 06:00 - 08.02.2018 07:00,253,0
08.02.2018 07:00 - 08.02.2018 08:00,264,0
08.02.2018 08:00 - 08.02.2018 09:00,276,0
08.02.2018 09:00 - 08.02.2018 10:00,296,0
08.02.2018 10:00 - 08.02.2018 11:00,280,0
08.02.2018 11:00 - 08.02.2018 12:00,293,0
08.02.2018 12:00 - 08.02.2018 13:00,250,0
08.02.2018 13:00 - 08.02.2018 14:00,284,0
08.02.2018 14:00 - 08.02.2018 15:00,270,0
08.02.2018 15:00 - 08.02.2018 16:00,262,0
08.02.2018 16:00 - 08.02.2018 17:00,160,0
08.02.2018 17:00 - 08.02.2018 18:00,138,0
08.02.2018 18:00 - 08.02.2018 19:00,176,0
08.02.2018 19:00 - 08.02.2018 20:00,196,0
08.02.2018 20:00 - 08.02.2018 21:00,220,0
08.02.2018 21:00 - 08.02.2018 22:00,260,0
08.02.2018 22:00 - 08.02.2018 23:00,284,0
08.02.2018 23:00 - 09.02.2018 00:00,257,0
09.02.2018 00:00 - 09.02.2018 01:00,324,0
09.02.2018 01:00 - 09.02.2018 02:00,328,0
09.02.2018 02:00 - 09.02.2018 03:00,344,0
09.02.2018 03:00 - 09.02.2018 04:00,339,0
09.02.2018 04:00 - 09.02.2018 05:00,324,0
09.02.2018 05:00 - 09.02.2018 06:00,334,0
09.02.2018 06:00 - 09.02.2018 07:00,331,0
09.02.2018 07:00 - 09.02.2018 08:00,323,0
09.02.2018 08:00 - 09.02.2018 09:00,309,0
09.02.2018 09:00 - 09.02.2018 10:00,299,0
09.02.2018 10:00 - 09.02.2018 11:00,305,0
09.02.2018 11:00 - 09.02.2018 12:00,326,0
09.02.2018 12:00 - 09.02.2018 13:00,291,0
09.02.2018 13:00 - 09.02.2018 14:00,324,0
09.02.2018 14:00 - 09.02.2018 15:00,357,0
09.02.2018 15:00 - 09.02.2018 16:00,378,0
09.02.2018 16:00 - 09.02.2018 17:00,328,0
09.02.2018 17:00 - 09.02.2018 18:00,295,0
09.02.2018 18:00 - 09.02.2018 19:00,304,0
09.02.2018 19:00 - 09.02.2018 20:00,282,0
09.02.2018 20:00 - 09.02.2018 21:00,279,0
09.02.2018 21:00 - 09.02.2018 22:00,299,0
09.02.2018 22:00 - 09.02.2018 23:00,324,0
09.02.2018 23:00 - 10.02.2018 00:00,226,0
10.02.2018 00:00 - 10.02.2018 01:00,217,0
10.02.2018 01:00 - 10.02.2018 02:00,235,0
10.02.2018 02:00 - 10.02.2018 03:00,235,0
10.02.2018 03:00 - 10.02.2018 04:00,249,0
10.02.2018 04:00 - 10.02.2018 05:00,280,0
10.02.2018 05:00 - 10.02.2018 06:00,319,0
10.02.2018 06:00 - 10.02.2018 07:00,375,0
10.02.2018 07:00 - 10.02.2018 08:00,349,0
10.02.2018 08:00 - 10.02.2018 09:00,313,0
10.02.2018 09:00 - 10.02.2018 10:00,306,0
10.02.2018 10:00 - 10.02.2018 11:00,287,0
10.02.2018 11:00 - 10.02.2018 12:00,294,0
10.02.2018 12:00 - 10.02.2018 13:00,298,0
10.02.2018 13:00 - 10.02.2018 14:00,307,0
10.02.2018 14:00 - 10.02.2018 15:00,315,0
10.02.2018 15:00 - 10.02.2018 16:00,320,0
10.02.2018 16:00 - 10.02.2018 17:00,302,0
10.02.2018 17:00 - 10.02.2018 18:00,264,0
10.02.2018 18:00 - 10.02.2018 19:00,244,0
10.02.2018 19:00 - 10.02.2018 20:00,277,0
10.02.2018 20:00 - 10.02.2018 21:00,273,0
10.02.2018 21:00 - 10.02.2018 22:00,243,0
10.02.2018 22:00 - 10.02.2018 23:00,273,0
10.02.2018 23:00 - 11.02.2018 00:00,180,0
11.02.2018 00:00 - 11.02.2018 01:00,172,0
11.02.2018 01:00 - 11.02.2018 02:00,190,0
11.02.2018 02:00 - 11.02.2018 03:00,183,0
11.02.2018 03:00 - 11.02.2018 04:00,166,0
11.02.2018 04:00 - 11.02.2018 05:00,163,0
11.02.2018 05:00 - 11.02.2018 06:00,210,0
11.02.2018 06:00 - 11.02.2018 07:00,261,0
